title,year,cinema_link,stars, wikipediaLink, sale, duration, year, poster, language
امیرارسلان نامدار, 1334, http://www.cinema-theatre.com/performance_71/فیلم-امیرارسلان-نامدار/,ایلوش ، روفیا ، حسین امیرفضلی ، کوروش کوشان ، فرامرز معطر ، سهیلا سخن سنج ، ابراهیم کوشان ، حسین محسنی|, https://fa.wikipedia.org//wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D8%B1%D8%B3%D9%84%D8%A7%D9%86_%D9%86%D8%A7%D9%85%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B5), , 117, 1345, https://upload.wikimedia.org/wikipedia/fa/4/47/Amir_Arsalane_Namdar_Poster.jpg, fa
برای تو, 1334, http://www.cinema-theatre.com/performance_73/فیلم-برای-تو/,جمشید شیبانی ، شهلا ریاحی ، رفیع حالتی ، ایران دفتری ، مورین ، عبداله مشکوتی ، فخری خوروش ، اکبر دست ورز ، سلطانی ، تقی ظهوری ، کیوانفر|, https://fa.wikipedia.org//wiki/%D8%A8%D8%B1%D8%A7%DB%8C_%D8%AA%D9%88, , 90 , 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
پایان رنج ها, 1334, http://www.cinema-theatre.com/performance_74/فیلم-پایان-رنج-ها/,مهین دیهیم ، عزت حسنعلی ، هوشنگ بهشتی ، منوچهر زمانی ، ملوک حسینی ، مهراقدس خواجه نوری ، نرسی صهبا ، مریم موسویان ، اسماعیل دریابیگی ، شوریده ، صدقی نژاد ، پوران|,,,,,,
پنجمین ازدواج, 1334, http://www.cinema-theatre.com/performance_75/فیلم-پنجمین-ازدواج/,نصرت اله وحدت ، فخری مرادی ، محسن فرید ، جهانبخش ملکی ، جلیلوند ، باقری ، مهدی زاده ، شهنواز|, https://fa.wikipedia.org//wiki/%D9%BE%D9%86%D8%AC%D9%85%DB%8C%D9%86_%D8%A7%D8%B2%D8%AF%D9%88%D8%A7%D8%AC, , 90 , 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Nvahdata.jpg/100px-Nvahdata.jpg, fa
جادو, 1334, http://www.cinema-theatre.com/performance_76/فیلم-جادو/,شهین ، بیک خان ، جواد تقدسی ، سهیلا سخن سنج|, https://fa.wikipedia.org//wiki/%D8%AC%D8%A7%D8%AF%D9%88_(%D9%81%DB%8C%D9%84%D9%85), , 90 , 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
چهار راه حوادث, 1334, http://www.cinema-theatre.com/performance_77/فیلم-چهار-راه-حوادث/,ناصر ملک مطیعی ، آراماییس وارطان یوسفیانس ، ویدا قهرمانی ، مورین ، علی کیائی ، منصور سپهرنیا ، ویگن ، علی زندی ، پرویز مجیدی ، مینا|, https://fa.wikipedia.org//wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%B1%D8%A7%D9%87_%D8%AD%D9%88%D8%A7%D8%AF%D8%AB, <div style="padding:0em 0.25em"><span class="nowrap"><a href="/wiki/%D8%B9%D8%B4%D9%82_%D9%88_%D8%AD%D9%85%D8%A7%D9%82%D8%AA" title="`shq w Hmqt">`shq w Hmqt</a> (1340)</span> *  <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF_%D9%85%DB%8C%E2%80%8C%DA%A9%D8%B4%D8%AF" title="dkhtry fryd mykhshd">dkhtry fryd mykhshd</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%D8%AE%D8%A7%D9%86%D9%85_%D8%B9%D9%88%D8%B6%DB%8C_%DA%AF%D8%B1%D9%81%D8%AA%DB%8C%D9%86" title="khnm `wDy grftyn">khnm `wDy grftyn</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B1)" title="khlyd (fylm 1341)">khlyd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%D8%A7%D9%87%E2%80%8C%D9%85%D8%AE%D9%85%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85)" title="khlhmkhmly (fylm)">khlhmkhmly (fylm)</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%B2%D9%86_%D8%AF%D8%B4%D9%85%D9%86_%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%DB%8C%D8%B3%D8%AA" title="zn dshmn khTrnkhyst">zn dshmn khTrnkhyst</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%D9%87%D8%A7_%D8%A7%DB%8C%D9%86%D8%B7%D9%88%D8%B1_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B1%D9%86%D8%AF" title="dkhtrh ynTwr dwst drnd">dkhtrh ynTwr dwst drnd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D9%88%D8%AD%D8%B4%D8%AA_(%D9%81%DB%8C%D9%84%D9%85)" title="wHsht (fylm)">wHsht</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B7%D9%84%D8%A7%D9%82_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B2)" title="Tlq (fylm 1342)">Tlq</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%B3_%D9%88_%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9%DB%8C" title="trs w trykhy">trs w trykhy</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B1%D8%A7_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B4%D8%AA%D9%86%D8%AF" title="anh zndgy r dwst dshtnd">anh zndgy r dwst dshtnd</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B9%D8%B1%D9%88%D8%B3_%D9%81%D8%B1%D9%86%DA%AF%DB%8C" title="`rws frngy">`rws frngy</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%B3%D9%87_%D8%AA%D9%81%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="sh tfngdr (fylm 1343)">sh tfngdr</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%DA%86%D9%87%D8%A7%D8%B1_%D8%AA%D8%A7_%D8%B4%DB%8C%D8%B7%D9%88%D9%86" title="chhr t shyTwn">chhr t shyTwn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D9%87%D9%86%D9%85_%D8%B2%DB%8C%D8%B1_%D9%BE%D8%A7%DB%8C_%D9%85%D9%86" title="jhnm zyr py mn">jhnm zyr py mn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D8%A7%D9%87%D9%84%E2%80%8C%D9%87%D8%A7_%D9%88_%DA%98%DB%8C%DA%AF%D9%88%D9%84%E2%80%8C%D9%87%D8%A7" title="jhlh w jygwlh">jhlh w jygwlh</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%A7%D9%86%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D8%A6%DB%8C" title="trnhhy rwsty'y">trnhhy rwsty'y</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D9%86%E2%80%8C%D8%A8%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="bnbst (fylm 1343)">bnbst</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D8%A8%D8%B1_%D8%B1%DB%8C%D9%86%DA%AF" title="bbr ryng">bbr ryng</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%AF%D8%B1_%D9%82%D9%81%D8%B3" title="mrdy dr qfs">mrdy dr qfs</a> (1344)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF_%D8%AF%D9%87_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C" title="mrd dh mylywn , 90 , 1333, https://upload.wikimedia.org/wikipedia/fa/a/a5/Chahrrahhavades.png, fa
خانه شیاطین, 1334, http://www.cinema-theatre.com/performance_78/فیلم-خانه-شیاطین/,عبداله محمدی ، قره داغی ، سرور عیوقی ، هایده ، اکبر مشکین ، محمد عبدی ، عزت محمدی ، مینا|, https://fa.wikipedia.org//wiki/%D8%AE%D8%A7%D9%86%D9%87_%D8%B4%DB%8C%D8%A7%D8%B7%DB%8C%D9%86, , 90, 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
خسیس, 1334, http://www.cinema-theatre.com/performance_79/فیلم-خسیس/,محمدرضا زندی ، نبی پور ، قدرت اله احسانی ، محسن فرید ، شیده ، مطیع|, https://fa.wikipedia.org//wiki/%D8%AE%D8%B3%DB%8C%D8%B3_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B3%DB%B4), , 90, 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
خواب و خیال, 1334, http://www.cinema-theatre.com/performance_80/فیلم-خواب-و-خیال/,مجید محسنی ، سودابه ، مورین ، احمد قدکچیان ، رستم خانی ، لطفی ، منصور سپهرنیا|, https://fa.wikipedia.org//wiki/%D8%AE%D9%88%D8%A7%D8%A8_%D9%88_%D8%AE%DB%8C%D8%A7%D9%84, <div style="padding:0em 0.25em"><span class="nowrap"><a href="/wiki/%D8%B9%D8%B4%D9%82_%D9%88_%D8%AD%D9%85%D8%A7%D9%82%D8%AA" title="`shq w Hmqt">`shq w Hmqt</a> (1340)</span> *  <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF_%D9%85%DB%8C%E2%80%8C%DA%A9%D8%B4%D8%AF" title="dkhtry fryd mykhshd">dkhtry fryd mykhshd</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%D8%AE%D8%A7%D9%86%D9%85_%D8%B9%D9%88%D8%B6%DB%8C_%DA%AF%D8%B1%D9%81%D8%AA%DB%8C%D9%86" title="khnm `wDy grftyn">khnm `wDy grftyn</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B1)" title="khlyd (fylm 1341)">khlyd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%D8%A7%D9%87%E2%80%8C%D9%85%D8%AE%D9%85%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85)" title="khlhmkhmly (fylm)">khlhmkhmly (fylm)</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%B2%D9%86_%D8%AF%D8%B4%D9%85%D9%86_%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%DB%8C%D8%B3%D8%AA" title="zn dshmn khTrnkhyst">zn dshmn khTrnkhyst</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%D9%87%D8%A7_%D8%A7%DB%8C%D9%86%D8%B7%D9%88%D8%B1_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B1%D9%86%D8%AF" title="dkhtrh ynTwr dwst drnd">dkhtrh ynTwr dwst drnd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D9%88%D8%AD%D8%B4%D8%AA_(%D9%81%DB%8C%D9%84%D9%85)" title="wHsht (fylm)">wHsht</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B7%D9%84%D8%A7%D9%82_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B2)" title="Tlq (fylm 1342)">Tlq</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%B3_%D9%88_%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9%DB%8C" title="trs w trykhy">trs w trykhy</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B1%D8%A7_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B4%D8%AA%D9%86%D8%AF" title="anh zndgy r dwst dshtnd">anh zndgy r dwst dshtnd</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B9%D8%B1%D9%88%D8%B3_%D9%81%D8%B1%D9%86%DA%AF%DB%8C" title="`rws frngy">`rws frngy</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%B3%D9%87_%D8%AA%D9%81%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="sh tfngdr (fylm 1343)">sh tfngdr</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%DA%86%D9%87%D8%A7%D8%B1_%D8%AA%D8%A7_%D8%B4%DB%8C%D8%B7%D9%88%D9%86" title="chhr t shyTwn">chhr t shyTwn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D9%87%D9%86%D9%85_%D8%B2%DB%8C%D8%B1_%D9%BE%D8%A7%DB%8C_%D9%85%D9%86" title="jhnm zyr py mn">jhnm zyr py mn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D8%A7%D9%87%D9%84%E2%80%8C%D9%87%D8%A7_%D9%88_%DA%98%DB%8C%DA%AF%D9%88%D9%84%E2%80%8C%D9%87%D8%A7" title="jhlh w jygwlh">jhlh w jygwlh</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%A7%D9%86%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D8%A6%DB%8C" title="trnhhy rwsty'y">trnhhy rwsty'y</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D9%86%E2%80%8C%D8%A8%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="bnbst (fylm 1343)">bnbst</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D8%A8%D8%B1_%D8%B1%DB%8C%D9%86%DA%AF" title="bbr ryng">bbr ryng</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%AF%D8%B1_%D9%82%D9%81%D8%B3" title="mrdy dr qfs">mrdy dr qfs</a> (1344)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF_%D8%AF%D9%87_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C" title="mrd dh mylywn , 90 , 1334, https://upload.wikimedia.org/wikipedia/fa/thumb/6/62/MV5BZDVjMzBlNjMtYzAzMS00MTc3LTk3NzYtY2MyNWFhMmY2ZmIxXkEyXkFqcGdeQXVyMTY4MTc4NA%40%40._V1_.jpg/220px-MV5BZDVjMzBlNjMtYzAzMS00MTc3LTk3NzYtY2MyNWFhMmY2ZmIxXkEyXkFqcGdeQXVyMTY4MTc4NA%40%40._V1_.jpg, fa
خون و شرف, 1334, http://www.cinema-theatre.com/performance_81/فیلم-خون-و-شرف/,آراماییس وارطان یوسفیانس ، تهمینه ، سیروس جراح زاده ، ایرج دوستدار ، علی زندی ، اکبر خواجوی ، منصور سپهرنیا ، علی کیائی ، ویگن|, https://fa.wikipedia.org//wiki/%D8%AE%D9%88%D9%86_%D9%88_%D8%B4%D8%B1%D9%81_(%D9%81%DB%8C%D9%84%D9%85), <div style="padding:0em 0.25em"><span class="nowrap"><a href="/wiki/%D8%B9%D8%B4%D9%82_%D9%88_%D8%AD%D9%85%D8%A7%D9%82%D8%AA" title="`shq w Hmqt">`shq w Hmqt</a> (1340)</span> *  <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF_%D9%85%DB%8C%E2%80%8C%DA%A9%D8%B4%D8%AF" title="dkhtry fryd mykhshd">dkhtry fryd mykhshd</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%D8%AE%D8%A7%D9%86%D9%85_%D8%B9%D9%88%D8%B6%DB%8C_%DA%AF%D8%B1%D9%81%D8%AA%DB%8C%D9%86" title="khnm `wDy grftyn">khnm `wDy grftyn</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B1)" title="khlyd (fylm 1341)">khlyd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%D8%A7%D9%87%E2%80%8C%D9%85%D8%AE%D9%85%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85)" title="khlhmkhmly (fylm)">khlhmkhmly (fylm)</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%B2%D9%86_%D8%AF%D8%B4%D9%85%D9%86_%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%DB%8C%D8%B3%D8%AA" title="zn dshmn khTrnkhyst">zn dshmn khTrnkhyst</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%D9%87%D8%A7_%D8%A7%DB%8C%D9%86%D8%B7%D9%88%D8%B1_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B1%D9%86%D8%AF" title="dkhtrh ynTwr dwst drnd">dkhtrh ynTwr dwst drnd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D9%88%D8%AD%D8%B4%D8%AA_(%D9%81%DB%8C%D9%84%D9%85)" title="wHsht (fylm)">wHsht</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B7%D9%84%D8%A7%D9%82_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B2)" title="Tlq (fylm 1342)">Tlq</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%B3_%D9%88_%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9%DB%8C" title="trs w trykhy">trs w trykhy</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B1%D8%A7_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B4%D8%AA%D9%86%D8%AF" title="anh zndgy r dwst dshtnd">anh zndgy r dwst dshtnd</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B9%D8%B1%D9%88%D8%B3_%D9%81%D8%B1%D9%86%DA%AF%DB%8C" title="`rws frngy">`rws frngy</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%B3%D9%87_%D8%AA%D9%81%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="sh tfngdr (fylm 1343)">sh tfngdr</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%DA%86%D9%87%D8%A7%D8%B1_%D8%AA%D8%A7_%D8%B4%DB%8C%D8%B7%D9%88%D9%86" title="chhr t shyTwn">chhr t shyTwn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D9%87%D9%86%D9%85_%D8%B2%DB%8C%D8%B1_%D9%BE%D8%A7%DB%8C_%D9%85%D9%86" title="jhnm zyr py mn">jhnm zyr py mn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D8%A7%D9%87%D9%84%E2%80%8C%D9%87%D8%A7_%D9%88_%DA%98%DB%8C%DA%AF%D9%88%D9%84%E2%80%8C%D9%87%D8%A7" title="jhlh w jygwlh">jhlh w jygwlh</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%A7%D9%86%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D8%A6%DB%8C" title="trnhhy rwsty'y">trnhhy rwsty'y</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D9%86%E2%80%8C%D8%A8%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="bnbst (fylm 1343)">bnbst</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D8%A8%D8%B1_%D8%B1%DB%8C%D9%86%DA%AF" title="bbr ryng">bbr ryng</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%AF%D8%B1_%D9%82%D9%81%D8%B3" title="mrdy dr qfs">mrdy dr qfs</a> (1344)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF_%D8%AF%D9%87_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C" title="mrd dh mylywn , 90 , 1334, https://upload.wikimedia.org/wikipedia/fa/thumb/a/a5/Khoon_va_Sharaf_Poster.jpg/220px-Khoon_va_Sharaf_Poster.jpg, fa
دزد بندر, 1334, http://www.cinema-theatre.com/performance_82/فیلم-دزد-بندر/,محسن مهدوی ، مهین دیهیم ، منیر ، مبصری ، جواد ترکپور ، مبارکیان|, https://fa.wikipedia.org//wiki/%D8%AF%D8%B2%D8%AF_%D8%A8%D9%86%D8%AF%D8%B1, , 90, 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
دماغ سوخته ها, 1334, http://www.cinema-theatre.com/performance_83/فیلم-دماغ-سوخته-ها/,فریال میرمطهری ، ثریا روحی ، جواد تقدسی ، خرمی ، هوشنگ مرادی ، علی کمیلی|,,,,,,
راهزن, 1334, http://www.cinema-theatre.com/performance_84/فیلم-راهزن/,محمدعلی زرندی ، آرین ، علی زندی ، شهره آغداشلو ، سیامک یاسمی|,,,,,,
غروب عشق, 1334, http://www.cinema-theatre.com/performance_85/فیلم-غروب-عشق/,فروغ سهامی ، محسن مهدوی ، سوسن ، حسین امیرفضلی ، پرخیده ، منوچهر طایفه ، الکساندر بیجانیان ، باقر نمازی|, https://fa.wikipedia.org//wiki/%D8%BA%D8%B1%D9%88%D8%A8_%D8%B9%D8%B4%D9%82, , 90, 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
فرزند گمراه, 1334, http://www.cinema-theatre.com/performance_86/فیلم-فرزند-گمراه/,مهین دیهیم ، امین امینی ، هوشنگ بهشتی ، آرین ، رضا کریمی ، محمد خامه سیفی ، تقی ظهوری ، عباس مصدق ، احمد قدکچیان|, https://fa.wikipedia.org//wiki/%D9%81%D8%B1%D8%B2%D9%86%D8%AF_%DA%AF%D9%85%D8%B1%D8%A7%D9%87, , 90 , 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
مهتاب خونین, 1334, http://www.cinema-theatre.com/performance_87/فیلم-مهتاب-خونین/,هوشنگ بهشتی ، منیره تسلیمی ، واندا ، کنعان کیانی ، احمد قدکچیان ، لئونید سروری|, https://fa.wikipedia.org//wiki/%D9%85%D9%87%D8%AA%D8%A7%D8%A8_%D8%AE%D9%88%D9%86%DB%8C%D9%86, , 90, 1334, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
اتهام, 1335, http://www.cinema-theatre.com/performance_88/فیلم-اتهام/,ناصر ملک مطیعی ، ژاله ، شهین ، حسین امیرفضلی ، داریوش کوشان ، رضا رخشانی ، عبداله بقایی|, https://fa.wikipedia.org//wiki/%D8%A7%D8%AA%D9%87%D8%A7%D9%85_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B3%DB%B5), , 90 , 1335, https://upload.wikimedia.org/wikipedia/fa/thumb/7/77/%D8%A7%D8%AA%D9%87%D8%A7%D9%85.png/220px-%D8%A7%D8%AA%D9%87%D8%A7%D9%85.png, fa
بوسه مادر, 1335, http://www.cinema-theatre.com/performance_89/فیلم-بوسه-مادر/,محسن مهدوی ، مهین دیهیم ، سوسن ، شهلا ریاحی ، تقی ظهوری ، احمد قدکچیان ، نوشین امیرقاسمی ، محمد عبدی ، رضا کریمی|, https://fa.wikipedia.org//wiki/%D8%A8%D9%88%D8%B3%D9%87_%D9%85%D8%A7%D8%AF%D8%B1, , 90 , 1335, https://upload.wikimedia.org/wikipedia/fa/thumb/3/3d/Booseye_Madar_Poster.jpg/220px-Booseye_Madar_Poster.jpg, fa
خورشید می درخشد, 1335, http://www.cinema-theatre.com/performance_90/فیلم-خورشید-می-درخشد/,نصرت اله وحدت ، شهین ، حیدر صارمی ، جواد تقدسی ، شمس ، رحیم روشنیان ، عباس مصدق|,,,,,,
دزدان معدن, 1335, http://www.cinema-theatre.com/performance_91/فیلم-دزدان-معدن/,حسین امیرفضلی ، ایرج دوستدار ، محسن زهتاب ، حسین زهتاب ، علی اکبر مهدوی فر ، مهدی مصری ، مازوجی|, https://fa.wikipedia.org//wiki/%D8%AF%D8%B2%D8%AF%D8%A7%D9%86_%D9%85%D8%B9%D8%AF%D9%86, , 90, 1335, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
زندگی شیرین است, 1335, http://www.cinema-theatre.com/performance_92/فیلم-زندگی-شیرین-است/,مجید محسنی ، روفیا ، حمید قنبری ، تهمینه ، معزدیوان فکری ، اکبر خواجوی ، حسین محسنی ، عباس دماوندی|, https://fa.wikipedia.org//wiki/%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%D8%A7%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B3%DB%B5), , 90, 1335, https://upload.wikimedia.org/wikipedia/fa/thumb/b/b6/%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%D8%B4%DB%8C%D8%B1%DB%8C%D9%86-%D8%A7%D8%B3%D8%AA.jpg/220px-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%D8%B4%DB%8C%D8%B1%DB%8C%D9%86-%D8%A7%D8%B3%D8%AA.jpg, fa
